LOCATION: Hollandse Kust zuid,,,,,,,,,,,,,,,
SYSTEM SERIAL: HKZMAST,,,,,,,,,,,,,,,
TIMESTAMP (ISO-8601) UTC,WindDir030m deg,WindDir040m deg,WindDir060m deg,WindDir080m deg,WindDir100m deg,WindSpeed030mh m/s,WindSpeed040mh m/s,WindSpeed060mh m/s,WindSpeed080mh m/s,WindSpeed100mh m/s,TI 030m,TI 040m,TI 060m,TI 080m,TI 100m
2017-05-21T00:00:00Z,228.6080258,209.1755681,216.5018047,198.3745321,221.1368162,6.84796303,7.829618131,8.437654136,8.732411401,9.215447825,0.084394849,0.074640078,0.063357548,0.04880581,0.061869918
2017-05-21T00:10:00Z,236.5114548,233.0718841,220.7318595,223.8883202,239.2372064,7.579074252,7.770823798,8.828734037,9.256985798,9.717964863,0.070643067,0.053039302,0.080293947,0.058593303,0.082322167
2017-05-21T00:20:00Z,223.0425523,222.0519533,215.9454374,208.8272393,224.8185252,7.78176035,7.755408332,8.853383457,9.37006914,10.0677717,0.086372746,0.065523898,0.069435866,0.076541445,0.074320892
2017-05-21T00:30:00Z,210.8235035,221.3800044,218.6929168,223.314999,213.897506,7.811690082,8.541645201,9.141046898,9.615604184,10.0644448,0.102012472,0.068290199,0.082634334,0.09348727,0.081021281
2017-05-21T00:40:00Z,229.4153405,236.8200239,205.5223773,228.9167009,229.4119827,8.55453431,9.002788051,9.421081188,9.897423276,10.4136155,0.079314264,0.101475699,0.07332002,0.077633315,0.085784465
2017-05-21T00:50:00Z,214.934732,247.2938199,226.0037126,230.5155229,231.2572247,8.042841167,7.93281321,9.018024728,9.183409265,9.627012602,0.108403341,0.110018903,0.122920493,0.131477421,0.109110167
2017-05-21T01:00:00Z,222.2084196,224.4483735,217.7287352,237.0406508,238.4651693,7.295501755,7.773033737,8.246861632,9.062465702,9.287927159,0.117945833,0.084787419,0.103426817,0.139676283,0.089471614
2017-05-21T01:10:00Z,205.2837539,217.6658954,228.4959747,213.8851845,224.8850331,6.578640258,7.141552237,8.046192643,8.622724259,9.197089935,0.156259882,0.117046668,0.130257055,0.098430483,0.117542218
2017-05-21T01:20:00Z,206.1094162,205.3328168,206.0762566,210.7582982,234.8957258,6.29012769,6.751276278,7.835228446,8.087644439,8.673631439,0.118244134,0.118452984,0.093514493,0.093761604,0.086650086
2017-05-21T01:30:00Z,223.4064029,222.7401718,218.5706843,229.0084769,219.8663711,6.485110463,6.887405138,7.652285003,8.287361151,8.121884599,0.133511577,0.108841735,0.110132229,0.076290705,0.110762867
2017-05-21T01:40:00Z,208.8225675,216.894078,218.2770245,218.6523795,215.3592683,6.570299748,7.058105429,7.537024434,8.563280731,8.609910704,0.069794662,0.096397191,0.089098416,0.111390586,0.107127846
2017-05-21T01:50:00Z,221.9982376,223.6907336,213.2884531,226.3360675,220.5875858,6.9648733,7.087932137,7.814400615,8.268171003,8.676071185,0.120610374,0.122041707,0.142234222,0.086242945,0.114552145
2017-05-21T02:00:00Z,214.9754665,219.5750746,214.6810042,221.590226,230.7152327,7.177830342,7.397193711,7.904111981,8.530490992,8.647491664,0.130091077,0.076037787,0.133185607,0.102207248,0.083879014
2017-05-21T02:10:00Z,210.378117,214.2973438,213.0832585,222.0069339,228.1118011,6.356818835,6.541870864,7.352447588,7.354750728,8.188350152,0.159999597,0.116943615,0.112446355,0.137444394,0.089930376
2017-05-21T02:20:00Z,204.9030577,217.9820157,217.7166721,218.1888134,236.9031746,6.35247527,6.817958916,7.17765217,7.510168313,8.594755129,0.114455381,0.129580466,0.110375607,0.087694074,0.084281292
2017-05-21T02:30:00Z,213.7769958,212.5303436,226.214546,237.3071869,214.9862952,6.277479477,6.528729836,7.241619398,7.850628088,8.260317827,0.112543712,0.088495352,0.084629989,0.110471965,0.110742057
2017-05-21T02:40:00Z,217.5786702,233.6453868,231.4052623,214.860974,232.8185296,6.392498688,6.939086678,7.507903549,7.544261862,8.319121113,0.125353701,0.065183,0.081493685,0.096523807,0.075548471
2017-05-21T02:50:00Z,229.011985,231.9994185,227.7146993,218.4113964,238.6738603,6.87479048,6.625748339,7.699333406,7.935328806,8.576133854,0.136498021,0.116093523,0.070169762,0.118322672,0.138129794
2017-05-21T03:00:00Z,242.8189634,221.5576969,229.0565312,216.9561885,218.250395,6.864848999,7.302196519,7.827047062,8.302995205,9.343158442,0.131420044,0.104719838,0.09955406,0.077866933,0.097495927
2017-05-21T03:10:00Z,232.1120145,234.4672106,231.7885391,226.9646683,233.7860872,7.226708404,7.675081871,8.105853827,8.737020361,9.183662048,0.146059198,0.119873997,0.112004258,0.063473727,0.069135587
2017-05-21T03:20:00Z,222.4900234,225.2218951,233.1588889,237.5327937,234.9158693,7.419091239,8.025163757,8.180062059,8.386001914,8.342952809,0.136791977,0.124591739,0.092282051,0.090306655,0.100562668
2017-05-21T03:30:00Z,237.4041276,230.1038623,225.7856839,216.5442749,222.8557014,7.750577808,7.563949551,7.68283005,8.259141275,8.39384009,0.120239531,0.109883257,0.131221608,0.129185566,0.077720062
2017-05-21T03:40:00Z,223.7829397,225.3995454,223.8768786,207.5444203,209.7529644,6.820618024,7.164436114,7.640780423,8.381605084,8.336233807,0.08042697,0.125564989,0.112818565,0.122923072,0.100285389
2017-05-21T03:50:00Z,235.1211584,214.7409963,223.9824082,219.4357889,240.9957639,6.621664472,6.892801042,7.515894439,7.842963017,8.121108671,0.127113926,0.104025489,0.136869072,0.096531404,0.126548085
2017-05-21T04:00:00Z,220.7927427,223.2652335,228.4800934,236.759237,245.2509043,6.207984591,6.578961204,7.311091485,7.86245276,8.69998623,0.100695695,0.128122773,0.101304849,0.089203098,0.08374471
2017-05-21T04:10:00Z,199.8093668,246.8269735,227.70406,218.7815013,239.8633506,6.614911713,7.049114075,7.315614591,7.822324247,7.886683817,0.065208449,0.087879615,0.11452463,0.090229358,0.090128111
2017-05-21T04:20:00Z,215.0001776,224.2551036,234.6550773,240.6872217,247.1489899,6.503516258,6.467904602,7.085896927,7.96256802,7.942781253,0.122286532,0.086902374,0.107759767,0.074584971,0.100344778
2017-05-21T04:30:00Z,230.7291862,216.3128166,226.8969085,210.7443546,237.5314897,6.323752268,6.799947426,7.095320406,7.561838488,7.763834226,0.104237366,0.125992114,0.089236598,0.106679403,0.086625047
2017-05-21T04:40:00Z,221.2469586,253.6363829,223.7664709,240.2539353,223.6990452,6.609548074,6.916368673,7.574332136,7.818599398,7.99358466,0.110777719,0.146838426,0.146214373,0.090963873,0.07780357
2017-05-21T04:50:00Z,206.9522151,245.2866893,215.1369722,240.4239573,244.1851357,6.580459305,6.868353776,7.540122573,8.081145006,8.66761692,0.0869149,0.127300556,0.093133675,0.076697929,0.094082745
