LOCATION: Hollandse Kust zuid,,,,,,,,,,,,,,,
SYSTEM SERIAL: HKZMAST,,,,,,,,,,,,,,,
TIMESTAMP (ISO-8601) UTC,WindDir030m deg,WindDir040m deg,WindDir060m deg,WindDir080m deg,WindDir100m deg,WindSpeed030mh m/s,WindSpeed040mh m/s,WindSpeed060mh m/s,WindSpeed080mh m/s,WindSpeed100mh m/s,TI 030m,TI 040m,TI 060m,TI 080m,TI 100m
2017-07-04T00:00:00Z,334.9040921,331.5454173,331.9125592,344.3485424,317.6693955,5.813764529,5.946595937,5.668800162,5.598015408,5.889866862,0.123092981,0.181314257,0.153249098,0.123861653,0.1517756
2017-07-04T00:10:00Z,352.1912156,323.8013138,352.4930028,346.9652748,341.9039591,5.466888903,5.297857018,5.45317346,5.67102286,5.828147184,0.100276373,0.126474573,0.138187486,0.090730953,0.134568241
2017-07-04T00:20:00Z,369.0412736,324.8494461,338.0245423,348.3769309,361.7079206,5.166638699,5.082126535,5.189334438,5.373303993,5.195688625,0.16132417,0.165167317,0.136652564,0.149392674,0.115369594
2017-07-04T00:30:00Z,344.6163797,358.5027128,344.2259701,0.373679786,367.0579818,4.798959832,4.741528053,4.550192058,4.959329554,4.937285256,0.120405395,0.148813789,0.124173321,0.106364804,0.118404293
2017-07-04T00:40:00Z,5.325444977,5.379482769,1.658255945,2.332371029,3.533550164,5.041154859,4.90043321,4.729036802,4.779982085,4.865657461,0.11631257,0.150548948,0.129593387,0.11708692,0.147315869
2017-07-04T00:50:00Z,8.755177921,6.296950385,8.785921893,7.766054117,9.989930898,5.333534274,5.340705103,5.203695023,5.312788015,4.993581765,0.136813621,0.136752965,0.132647339,0.155401115,0.190794228
2017-07-04T01:00:00Z,11.82025518,12.9907509,11.01943042,12.12105114,11.33405734,5.865369355,5.528308588,5.635196072,5.838559388,5.830898954,0.104296059,0.119644919,0.111635265,0.095758436,0.137980585
2017-07-04T01:10:00Z,18.9015402,20.41168394,18.59836645,19.47119272,21.73073298,5.667866265,5.499542965,5.543978249,5.618213513,5.549228473,0.161738626,0.129774974,0.129747781,0.141566478,0.110561958
2017-07-04T01:20:00Z,22.40066207,23.52027346,20.15731254,18.39403697,21.00630889,5.600386293,5.73091744,5.554631682,5.820804442,5.715498751,0.150216996,0.14069494,0.162478959,0.102678572,0.153044373
2017-07-04T01:30:00Z,27.7242324,25.08211844,28.30556427,29.80694075,24.65651416,5.130459397,5.204085739,5.32858935,5.584171397,5.414628057,0.14423971,0.145170108,0.183843919,0.167483549,0.168405112
2017-07-04T01:40:00Z,23.57953405,26.33102058,28.24794617,22.63981529,24.03142491,5.399119954,5.613579867,5.703921377,5.406894867,5.32900227,0.166751364,0.126334531,0.124073959,0.140842596,0.151324517
2017-07-04T01:50:00Z,20.86582945,21.07454649,22.69318833,24.6107882,21.79911188,4.815145537,5.237860078,5.05652998,5.11464683,4.976076761,0.16275055,0.109414018,0.144288729,0.12503316,0.202167263
2017-07-04T02:00:00Z,24.49473734,29.01913663,25.07849988,24.90447613,26.53458944,4.461603406,4.591780562,4.461173701,4.39366014,4.7503599,0.099744483,0.107743645,0.172528586,0.160311965,0.14158151
2017-07-04T02:10:00Z,38.8240972,35.79703915,47.98641085,37.72249296,42.94664447,4.138790335,4.412740651,4.686732531,4.186154468,4.565553851,0.191002223,0.156699216,0.263924786,0.321616186,0.224361714
2017-07-04T02:20:00Z,44.5930479,46.83109005,48.79061731,42.38422171,41.96700495,3.65936242,3.615422307,3.416064722,3.424756378,3.693122316,0.173946276,0.156226031,0.155531673,0.189467407,0.166261569
2017-07-04T02:30:00Z,46.48231404,52.81584597,47.81284887,53.15053593,54.71707684,3.438613475,3.38526356,3.718844551,3.381264791,3.293087148,0.15270833,0.199177133,0.208280215,0.174280585,0.191791333
2017-07-04T02:40:00Z,51.826419,57.08151932,54.99680258,58.67598913,58.97032971,3.327312847,3.278616412,3.538473191,3.509111907,3.280167459,0.18584185,0.175553988,0.180526726,0.203745209,0.232978673
2017-07-04T02:50:00Z,47.12142507,53.45314141,56.50531616,53.04434771,53.97823885,3.498862087,3.340785985,3.48975264,3.257752694,3.375745334,0.172071841,0.123609149,0.178651233,0.195243135,0.183905456
2017-07-04T03:00:00Z,57.41419887,60.65340943,59.08099162,63.74470231,61.16835467,2.809780449,2.89141669,2.985594893,3.149737609,3.066852766,0.159252594,0.147436382,0.172527551,0.197967466,0.137391601
2017-07-04T03:10:00Z,65.89951632,67.71410119,57.07674861,71.21091777,68.06495268,3.050489778,3.115792905,3.113712602,3.070684267,3.25378407,0.171855129,0.2046981,0.146578468,0.207759979,0.144416794
2017-07-04T03:20:00Z,82.39611924,75.44118088,73.64245718,75.12139541,82.12426927,2.719316128,2.787862207,2.74594411,2.597171476,2.683043832,0.165766888,0.168718706,0.261988378,0.191637124,0.219974224
2017-07-04T03:30:00Z,66.0957306,68.05662204,56.87496235,63.17618,60.4733856,2.648672987,2.681343093,2.640683733,2.664653113,2.782257299,0.153102273,0.244913364,0.176229894,0.20805039,0.213676992
2017-07-04T03:40:00Z,59.96354894,56.6531513,61.15238758,60.43972581,51.84247616,3.328140114,3.061173648,3.01428187,3.109152718,3.339595523,0.196934029,0.14518873,0.156733221,0.183015461,0.200227114
2017-07-04T03:50:00Z,47.3094372,49.235458,45.78870405,47.32326692,50.6945148,3.501409025,3.22732566,3.188078255,3.309540064,3.187613962,0.138580446,0.128878163,0.155047872,0.154618561,0.169522563
2017-07-04T04:00:00Z,57.10808881,55.19423,54.13553659,53.26087905,59.78517767,3.318915172,3.096327847,3.235871251,3.290220395,3.273646941,0.124063528,0.150138037,0.156156152,0.097694364,0.109222589
2017-07-04T04:10:00Z,52.33264623,50.88105881,49.33565914,47.27162617,49.89293681,3.184060827,3.094032664,3.101194204,3.159805858,3.021797957,0.218868849,0.138272372,0.169431287,0.170891375,0.156258254
2017-07-04T04:20:00Z,52.32992276,56.55676854,53.36518239,45.65840086,56.23624775,2.834636355,2.790168248,2.984497234,3.052441228,3.212506561,0.173560682,0.218035102,0.140064895,0.125429265,0.128254173
2017-07-04T04:30:00Z,58.74512512,52.81586575,58.08046703,56.15973687,52.66626535,3.10026755,2.967816701,2.986331621,2.844316159,3.000653816,0.16853015,0.199196517,0.194884699,0.166077872,0.114563325
2017-07-04T04:40:00Z,54.71916062,46.03015166,53.47826441,46.47035893,48.30240481,2.865416215,2.913506772,2.736638887,2.924647094,2.81992936,0.142794573,0.201112886,0.152801483,0.125288352,0.178660874
2017-07-04T04:50:00Z,49.94978411,45.75127853,50.24944688,45.89960304,50.07729297,3.091141665,2.939439688,3.247083858,3.051307646,3.054070025,0.158306417,0.171873796,0.185476633,0.180479941,0.1107901
2017-07-04T05:00:00Z,45.53639443,46.0165433,45.02206753,50.17940123,50.91206183,2.899370155,2.791339592,2.935989639,3.033008265,2.837621314,0.194201949,0.155871275,0.165516075,0.169174056,0.190822412
2017-07-04T05:10:00Z,45.73997599,43.3705967,45.02884297,51.87764525,40.91485278,3.252093379,3.161471066,3.267129134,3.108857464,3.179135033,0.120298587,0.139248301,0.190046245,0.168508865,0.206599806
2017-07-04T05:20:00Z,52.99897242,51.78891662,42.86197988,48.01131563,46.64117575,3.504602731,3.373382444,3.334834481,3.455248261,3.64162405,0.135339385,0.149617997,0.168959607,0.171953608,0.155669726
2017-07-04T05:30:00Z,45.21429419,47.07616705,42.33840051,45.92408671,44.03092188,3.555928173,3.712542522,3.774465267,3.661608031,3.850411871,0.165551495,0.13432076,0.162032659,0.105751628,0.140609669
2017-07-04T05:40:00Z,45.85314178,47.90553664,50.13314484,52.96927272,49.50033193,3.345031944,3.317955164,3.487321158,3.500895615,3.380040631,0.143617443,0.177703082,0.152009672,0.17235626,0.155609982
2017-07-04T05:50:00Z,49.38450083,45.91810878,49.88877765,46.70049846,53.34774712,3.468130257,3.630549426,3.549976904,3.593203944,3.591274104,0.185278106,0.197037306,0.172187066,0.101133049,0.131049215
2017-07-04T06:00:00Z,47.22811717,50.51413362,49.05884434,48.778033,49.33257292,3.82551481,3.782459399,3.618192261,3.913983999,3.686810687,0.116064639,0.134630262,0.141487031,0.111811374,0.116551407
2017-07-04T06:10:00Z,44.81908203,41.51685208,46.86916419,44.07183944,49.93285847,3.939718614,3.731285697,3.831372728,3.822131939,3.761738522,0.130909281,0.171184047,0.120366936,0.141590842,0.143404898
2017-07-04T06:20:00Z,47.08259955,44.12785435,46.97872597,50.54015233,52.68164536,3.98186275,3.989826035,4.026072606,3.882823871,3.911774298,0.145258924,0.090934776,0.119073496,0.123502371,0.126137931
