LOCATION: Hollandse Kust zuid,,,,,,,,,,,,,,,
SYSTEM SERIAL: HKZMAST,,,,,,,,,,,,,,,
TIMESTAMP (ISO-8601) UTC,WindDir030m deg,WindDir040m deg,WindDir060m deg,WindDir080m deg,WindDir100m deg,WindSpeed030mh m/s,WindSpeed040mh m/s,WindSpeed060mh m/s,WindSpeed080mh m/s,WindSpeed100mh m/s,TI 030m,TI 040m,TI 060m,TI 080m,TI 100m
2017-07-25T00:00:00Z,343.0324676,353.8294265,351.1657881,384.7721725,347.337102,9.112736941,9.755470091,10.0661431,9.872105335,9.60306352,0.100187382,0.147100615,0.119908984,0.089738796,0.151930487
2017-07-25T00:10:00Z,365.8063912,339.2576373,339.9721718,339.452958,353.9936761,8.619760977,9.138492096,9.754396417,9.356438855,9.058923952,0.122163821,0.098884021,0.110528746,0.146361842,0.147675168
2017-07-25T00:20:00Z,340.0008156,347.1898688,341.9065609,332.3865434,378.6210941,8.71884835,8.899994087,9.232107795,9.57817762,9.220540381,0.131719849,0.149775047,0.097555338,0.098186021,0.079410545
2017-07-25T00:30:00Z,328.9945091,343.619092,342.7919536,343.3867831,357.133291,9.413903128,9.135406887,9.305670091,9.160812292,9.090158257,0.122822714,0.151177917,0.143658437,0.135213225,0.122194758
2017-07-25T00:40:00Z,336.6073159,351.190485,340.9494117,368.1758874,315.3195487,9.002427669,9.074562576,9.575680651,9.281961943,9.385981841,0.156010141,0.133772655,0.108171534,0.110893078,0.152284577
2017-07-25T00:50:00Z,324.5449942,341.0533419,362.6151813,346.2077877,336.6681513,8.718961926,8.521812376,8.192767847,8.686347944,8.722525557,0.12555659,0.113583044,0.118542109,0.14055431,0.102031846
2017-07-25T01:00:00Z,341.4033958,321.499399,351.6136477,316.6619496,335.6331987,9.044998206,9.345600893,9.064197894,9.322103946,9.191535681,0.119981651,0.086588305,0.164348743,0.143369773,0.092294958
2017-07-25T01:10:00Z,342.6185987,336.1293646,350.1937631,343.4406571,336.4418061,9.17799088,9.174444784,9.400203144,9.296196278,9.709820949,0.128013884,0.075576729,0.173208658,0.102777799,0.15375222
2017-07-25T01:20:00Z,349.2717497,313.1892142,356.599751,318.4515246,354.1656704,8.67539499,8.637721643,8.806435809,9.135931732,8.642253164,0.16067852,0.171356021,0.117030512,0.146226188,0.148598627
2017-07-25T01:30:00Z,328.7694143,320.1514226,326.2141577,323.0585108,336.8855868,8.51184967,8.354071937,8.439991982,8.75518245,9.099674015,0.139277228,0.140911273,0.187667392,0.137314094,0.141117638
2017-07-25T01:40:00Z,333.7547497,341.7087252,350.3288213,352.244363,328.075842,8.456303948,8.72340065,8.681723826,8.781353451,7.949397281,0.11643996,0.115364318,0.132540953,0.148265268,0.168203893
2017-07-25T01:50:00Z,334.2671605,365.420884,341.458803,301.3129904,338.670636,8.219909644,8.56797248,8.303448447,8.348191487,8.684592107,0.160674318,0.163195705,0.16715059,0.155849389,0.188701665
2017-07-25T02:00:00Z,327.4203325,320.6023404,326.4286855,343.9863862,328.7307453,8.505614414,8.96742372,8.955223754,9.393197059,8.977641025,0.112454921,0.16458337,0.183350855,0.133442604,0.102367929
2017-07-25T02:10:00Z,351.5655343,341.5245228,350.2029533,323.5325211,357.712445,8.857011656,9.337299787,9.482897152,8.861563712,8.700878493,0.106708098,0.146203638,0.1364596,0.121815821,0.13878825
2017-07-25T02:20:00Z,310.1718015,317.675794,335.3707757,342.8601963,332.2676412,8.880673203,9.263675103,9.697281337,8.889252398,8.884023925,0.106144594,0.101791004,0.114250823,0.12511412,0.111199658
2017-07-25T02:30:00Z,344.5159636,329.8089429,341.5747307,341.1868651,345.6689306,9.410122772,9.645133528,9.585597692,9.914696891,9.672356627,0.135098573,0.100420004,0.134123539,0.101976624,0.106353199
2017-07-25T02:40:00Z,343.4366768,338.1529839,345.1381214,350.5235834,342.1606194,9.188510386,9.660343773,9.413187942,9.441203279,9.39292426,0.136717409,0.096968999,0.099816919,0.111048705,0.144637967
2017-07-25T02:50:00Z,322.6096691,357.8473266,354.6757393,342.6606167,345.9354245,9.451333401,9.817895815,9.608186402,9.710909713,9.475188064,0.1247426,0.093939388,0.107530326,0.079887401,0.122102058
2017-07-25T03:00:00Z,348.2588363,332.8525436,357.0257815,351.6729863,352.6152044,8.713529707,9.270596737,9.391724267,9.728291255,9.251619392,0.130251463,0.10175479,0.105997664,0.080756593,0.102993009
2017-07-25T03:10:00Z,350.6672585,362.0102312,333.2447723,328.9138151,331.0443915,8.955360402,9.375747775,9.664463541,9.543879969,9.449529761,0.086634191,0.101390658,0.070692195,0.103500228,0.088860636
2017-07-25T03:20:00Z,358.7412548,333.2106981,336.1829225,352.25377,359.8536877,8.820155857,9.079565502,9.286402687,9.427905593,9.613127694,0.100083188,0.113976774,0.129820174,0.108729089,0.14700236
2017-07-25T03:30:00Z,329.110507,347.6864108,330.2143145,349.0757328,333.3935073,8.914931648,9.678940276,9.083103455,9.557199206,9.318676354,0.101123974,0.127449989,0.123573448,0.115593027,0.164874821
2017-07-25T03:40:00Z,328.1463484,349.2041687,320.6254164,344.2680347,357.0800187,9.23201927,8.9762561,8.829605837,9.616167471,9.207615507,0.118154849,0.110328772,0.137549898,0.096646775,0.147848511
2017-07-25T03:50:00Z,346.2381449,358.124747,337.5139952,350.8209183,341.365143,8.342215034,8.905466447,8.893934107,9.161194495,8.484063469,0.132419795,0.088479087,0.13354062,0.1352944,0.097137541
2017-07-25T04:00:00Z,337.0258204,339.9927204,329.6995544,338.586406,319.181071,8.960196464,8.920563869,8.570575088,9.112450178,9.368842425,0.153001521,0.148067386,0.098827421,0.114246563,0.116644024
2017-07-25T04:10:00Z,362.1681547,351.9636813,330.4549768,348.8686005,333.0931543,9.283954116,9.025775927,9.436973032,9.864076043,9.883623516,0.125626475,0.110000061,0.118076569,0.092997735,0.0952811
2017-07-25T04:20:00Z,361.144376,342.9838086,331.6672358,332.7431832,347.726786,9.20441592,9.42003316,9.257092176,9.187214947,9.272281134,0.122606902,0.132465766,0.119684475,0.129536208,0.125316158
2017-07-25T04:30:00Z,333.5009982,356.3439486,351.6191365,342.2013568,360.2536883,9.695053585,9.802165999,10.32916999,10.31881487,10.28158653,0.120787827,0.117938595,0.119849929,0.133581285,0.119001822
2017-07-25T04:40:00Z,343.8213529,363.0852176,327.4920824,349.6363711,377.5187049,9.527967933,9.893283102,10.17780431,10.77764669,10.66101348,0.124965246,0.071958939,0.097501672,0.098102948,0.101995581
2017-07-25T04:50:00Z,341.0009633,330.8703129,333.6802004,337.4458884,328.5123686,10.00246548,10.36573345,10.42851844,10.54049559,10.38619289,0.129311205,0.139399982,0.133970813,0.114194245,0.12414798
2017-07-25T05:00:00Z,337.7579424,358.365039,358.3957556,356.8747135,326.2554554,9.907726393,10.42531916,10.19443597,9.970883877,10.5385543,0.152024141,0.125350928,0.122329297,0.136503299,0.120185715
2017-07-25T05:10:00Z,368.0949466,343.3065995,346.6786343,336.1924176,368.8501281,9.84944304,10.2932558,10.08925727,10.65386625,10.85738444,0.186317876,0.13935082,0.152260682,0.101110475,0.114723166
2017-07-25T05:20:00Z,351.6838346,339.0688179,372.0423191,371.8740295,367.5803014,10.05419329,10.16233406,9.981558748,9.961481454,10.11498061,0.150242938,0.117614879,0.133892719,0.110834581,0.08726512
2017-07-25T05:30:00Z,327.9841377,358.7090524,367.8690959,317.8948308,340.8954349,9.939071294,10.33419805,10.02432098,10.47975788,10.68382688,0.134266252,0.118857948,0.149649757,0.185379914,0.145200211
2017-07-25T05:40:00Z,312.8913019,329.3616003,337.4054091,339.5601114,324.3345187,10.64077464,10.85778529,11.49524124,10.86428377,11.03573237,0.112795044,0.139971217,0.113580874,0.095934754,0.117812839
2017-07-25T05:50:00Z,349.5889145,336.5222726,344.760551,303.4426309,329.8040163,10.64715755,11.10806908,10.98630311,11.34803335,11.33907663,0.107808242,0.101205512,0.126219773,0.122077896,0.090663069
2017-07-25T06:00:00Z,363.224618,335.0352779,343.1060226,340.8265952,335.8633457,10.44586143,10.41531703,10.71498794,11.37552207,11.13419181,0.135153125,0.139566366,0.150159493,0.121346195,0.110460463
2017-07-25T06:10:00Z,364.723103,317.0065106,332.7007062,326.7738392,333.0233095,11.03397961,10.70005172,11.30327787,11.30317496,11.16757733,0.106518996,0.146876153,0.092954948,0.139397031,0.113852988
2017-07-25T06:20:00Z,346.0251416,339.0022598,337.4818747,336.5162266,358.4011687,10.61407259,11.13155866,11.45266758,10.90428223,10.96333241,0.138528309,0.113947757,0.146965862,0.112275073,0.117217098
